1696, 1, 0, 0, 0, 0, 0, 0
2145, 1, 0, 0, 0, 0, 0, 0
1304, 1, 0, 0, 0, 0, 0, 0
1272, 1, 0, 0, 0, 0, 0, 0
1236, 1, 0, 0, 0, 0, 0, 0
1326, 1, 0, 0, 0, 0, 0, 0
1387, 1, 0, 0, 0, 0, 0, 0
1270, 1, 0, 0, 0, 0, 0, 0
1223, 1, 0, 0, 0, 0, 0, 0
1307, 1, 0, 0, 0, 0, 0, 0
1244, 1, 0, 0, 0, 0, 0, 0
1262, 1, 0, 0, 0, 0, 0, 0
1177, 1, 0, 0, 0, 0, 0, 0
1361, 1, 0, 0, 0, 0, 0, 0
1172, 1, 0, 0, 0, 0, 0, 0
1263, 1, 0, 0, 0, 0, 0, 0
1155, 1, 0, 0, 0, 0, 0, 0
1303, 1, 0, 0, 0, 0, 0, 0
1170, 1, 0, 0, 0, 0, 0, 0
1191, 1, 0, 0, 0, 0, 0, 0
1138, 1, 0, 0, 0, 0, 0, 0
1456, 1, 0, 0, 0, 0, 0, 0
1215, 1, 0, 0, 0, 0, 0, 0
1226, 1, 0, 0, 0, 0, 0, 0
1184, 1, 0, 0, 0, 0, 0, 0
1742, 1, 0, 0, 0, 0, 0, 0
1162, 1, 0, 0, 0, 0, 0, 0
1264, 1, 0, 0, 0, 0, 0, 0
1141, 1, 0, 0, 0, 0, 0, 0
1398, 1, 0, 0, 0, 0, 0, 0
1176, 1, 0, 0, 0, 0, 0, 0
1190, 1, 0, 0, 0, 0, 0, 0
1189, 1, 0, 0, 0, 0, 0, 0
1324, 1, 0, 0, 0, 0, 0, 0
1228, 1, 0, 0, 0, 0, 0, 0
1202, 1, 0, 0, 0, 0, 0, 0
1209, 1, 0, 0, 0, 0, 0, 0
1393, 1, 0, 0, 0, 0, 0, 0
1410, 1, 0, 0, 0, 0, 0, 0
1363, 1, 0, 0, 0, 0, 0, 0
1304, 1, 0, 0, 0, 0, 0, 0
1539, 1, 0, 0, 0, 0, 0, 0
1176, 1, 0, 0, 0, 0, 0, 0
1324, 1, 0, 0, 0, 0, 0, 0
1542, 1, 0, 0, 0, 0, 0, 0
1509, 1, 0, 0, 0, 0, 0, 0
1266, 1, 0, 0, 0, 0, 0, 0
1285, 1, 0, 0, 0, 0, 0, 0
1137, 1, 0, 0, 0, 0, 0, 0
1250, 1, 0, 0, 0, 0, 0, 0
1184, 1, 0, 0, 0, 0, 0, 0
1211, 1, 0, 0, 0, 0, 0, 0
1166, 1, 0, 0, 0, 0, 0, 0
1468, 1, 0, 0, 0, 0, 0, 0
1173, 1, 0, 0, 0, 0, 0, 0
1223, 1, 0, 0, 0, 0, 0, 0
1430, 1, 0, 0, 0, 0, 0, 0
1324, 1, 0, 0, 0, 0, 0, 0
1157, 1, 0, 0, 0, 0, 0, 0
1230, 1, 0, 0, 0, 0, 0, 0
1238, 1, 0, 0, 0, 0, 0, 0
1452, 1, 0, 0, 0, 0, 0, 0
1195, 1, 0, 0, 0, 0, 0, 0
1223, 1, 0, 0, 0, 0, 0, 0
1120, 1, 0, 0, 0, 0, 0, 0
1332, 1, 0, 0, 0, 0, 0, 0
1243, 1, 0, 0, 0, 0, 0, 0
1190, 1, 0, 0, 0, 0, 0, 0
1137, 1, 0, 0, 0, 0, 0, 0
1333, 1, 0, 0, 0, 0, 0, 0
1207, 1, 0, 0, 0, 0, 0, 0
1558, 1, 0, 0, 0, 0, 0, 0
1210, 1, 0, 0, 0, 0, 0, 0
1424, 1, 0, 0, 0, 0, 0, 0
1423, 1, 0, 0, 0, 0, 0, 0
1272, 1, 0, 0, 0, 0, 0, 0
1133, 1, 0, 0, 0, 0, 0, 0
1549, 1, 0, 0, 0, 0, 0, 0
1214, 1, 0, 0, 0, 0, 0, 0
1334, 1, 0, 0, 0, 0, 0, 0
1201, 1, 0, 0, 0, 0, 0, 0
1236, 1, 0, 0, 0, 0, 0, 0
1228, 1, 0, 0, 0, 0, 0, 0
1242, 1, 0, 0, 0, 0, 0, 0
1169, 1, 0, 0, 0, 0, 0, 0
1570, 1, 0, 0, 0, 0, 0, 0
1464, 1, 0, 0, 0, 0, 0, 0
1284, 1, 0, 0, 0, 0, 0, 0
1230, 1, 0, 0, 0, 0, 0, 0
1273, 1, 0, 0, 0, 0, 0, 0
1152, 1, 0, 0, 0, 0, 0, 0
1286, 1, 0, 0, 0, 0, 0, 0
1183, 1, 0, 0, 0, 0, 0, 0
357, 1, 0, 0, 0, 0, 0, 0
534, 1, 0, 0, 0, 0, 0, 0
318, 1, 0, 0, 0, 0, 0, 0
319, 1, 0, 0, 0, 0, 0, 0
374, 1, 0, 0, 0, 0, 0, 0
321, 1, 0, 0, 0, 0, 0, 0
398, 1, 0, 0, 0, 0, 0, 0
311, 1, 0, 0, 0, 0, 0, 0
431, 1, 0, 0, 0, 0, 0, 0
385, 1, 0, 0, 0, 0, 0, 0
322, 1, 0, 0, 0, 0, 0, 0
304, 1, 0, 0, 0, 0, 0, 0
359, 1, 0, 0, 0, 0, 0, 0
297, 1, 0, 0, 0, 0, 0, 0
316, 1, 0, 0, 0, 0, 0, 0
318, 1, 0, 0, 0, 0, 0, 0
358, 1, 0, 0, 0, 0, 0, 0
308, 1, 0, 0, 0, 0, 0, 0
323, 1, 0, 0, 0, 0, 0, 0
289, 1, 0, 0, 0, 0, 0, 0
382, 1, 0, 0, 0, 0, 0, 0
340, 1, 0, 0, 0, 0, 0, 0
347, 1, 0, 0, 0, 0, 0, 0
310, 1, 0, 0, 0, 0, 0, 0
381, 1, 0, 0, 0, 0, 0, 0
310, 1, 0, 0, 0, 0, 0, 0
716, 1, 0, 0, 0, 0, 0, 0
336, 1, 0, 0, 0, 0, 0, 0
342, 1, 0, 0, 0, 0, 0, 0
330, 1, 0, 0, 0, 0, 0, 0
