624, 1, 0, 0, 0
427, 1, 0, 0, 0
616, 1, 0, 0, 0
322, 1, 0, 0, 0
436, 1, 0, 0, 0
594, 1, 0, 0, 0
1024, 1, 0, 0, 0
360, 1, 0, 0, 0
391, 1, 0, 0, 0
400, 1, 0, 0, 0
214, 1, 0, 0, 0
423, 1, 0, 0, 0
302, 1, 0, 0, 0
369, 1, 0, 0, 0
624, 1, 0, 0, 0
743, 1, 0, 0, 0
584, 1, 0, 0, 0
332, 1, 0, 0, 0
322, 1, 0, 0, 0
402, 1, 0, 0, 0
196, 1, 0, 0, 0
299, 1, 0, 0, 0
703, 1, 0, 0, 0
568, 1, 0, 0, 0
812, 1, 0, 0, 0
451, 1, 0, 0, 0
2271, 1, 0, 0, 0
299, 1, 0, 0, 0
378, 1, 0, 0, 0
328, 1, 0, 0, 0
190, 1, 0, 0, 0
330, 1, 0, 0, 0
317, 1, 0, 0, 0
673, 1, 0, 0, 0
302, 1, 0, 0, 0
349, 1, 0, 0, 0
414, 1, 0, 0, 0
712, 1, 0, 0, 0
620, 1, 0, 0, 0
752, 1, 0, 0, 0
186, 1, 0, 0, 0
389, 1, 0, 0, 0
798, 1, 0, 0, 0
424, 1, 0, 0, 0
681, 1, 0, 0, 0
655, 1, 0, 0, 0
742, 1, 0, 0, 0
600, 1, 0, 0, 0
320, 1, 0, 0, 0
270, 1, 0, 0, 0
230, 1, 0, 0, 0
467, 1, 0, 0, 0
338, 1, 0, 0, 0
334, 1, 0, 0, 0
312, 1, 0, 0, 0
355, 1, 0, 0, 0
313, 1, 0, 0, 0
360, 1, 0, 0, 0
308, 1, 0, 0, 0
477, 1, 0, 0, 0
182, 1, 0, 0, 0
329, 1, 0, 0, 0
331, 1, 0, 0, 0
303, 1, 0, 0, 0
382, 1, 0, 0, 0
427, 1, 0, 0, 0
381, 1, 0, 0, 0
337, 1, 0, 0, 0
408, 1, 0, 0, 0
311, 1, 0, 0, 0
195, 1, 0, 0, 0
318, 1, 0, 0, 0
293, 1, 0, 0, 0
392, 1, 0, 0, 0
310, 1, 0, 0, 0
327, 1, 0, 0, 0
290, 1, 0, 0, 0
606, 1, 0, 0, 0
438, 1, 0, 0, 0
336, 1, 0, 0, 0
189, 1, 0, 0, 0
294, 1, 0, 0, 0
328, 1, 0, 0, 0
2226, 1, 0, 0, 0
351, 1, 0, 0, 0
424, 1, 0, 0, 0
408, 1, 0, 0, 0
454, 1, 0, 0, 0
729, 1, 0, 0, 0
606, 1, 0, 0, 0
190, 1, 0, 0, 0
649, 1, 0, 0, 0
645, 1, 0, 0, 0
352, 1, 0, 0, 0
307, 1, 0, 0, 0
616, 1, 0, 0, 0
318, 1, 0, 0, 0
311, 1, 0, 0, 0
321, 1, 0, 0, 0
397, 1, 0, 0, 0
185, 1, 0, 0, 0
306, 1, 0, 0, 0
336, 1, 0, 0, 0
330, 1, 0, 0, 0
433, 1, 0, 0, 0
302, 1, 0, 0, 0
356, 1, 0, 0, 0
281, 1, 0, 0, 0
432, 1, 0, 0, 0
293, 1, 0, 0, 0
192, 1, 0, 0, 0
334, 1, 0, 0, 0
309, 1, 0, 0, 0
577, 1, 0, 0, 0
302, 1, 0, 0, 0
318, 1, 0, 0, 0
289, 1, 0, 0, 0
360, 1, 0, 0, 0
299, 1, 0, 0, 0
340, 1, 0, 0, 0
180, 1, 0, 0, 0
261, 1, 0, 0, 0
525, 1, 0, 0, 0
562, 1, 0, 0, 0
367, 1, 0, 0, 0
321, 1, 0, 0, 0
355, 1, 0, 0, 0
298, 1, 0, 0, 0
364, 1, 0, 0, 0
275, 1, 0, 0, 0
194, 1, 0, 0, 0
578, 1, 0, 0, 0
317, 1, 0, 0, 0
319, 1, 0, 0, 0
315, 1, 0, 0, 0
390, 1, 0, 0, 0
546, 1, 0, 0, 0
326, 1, 0, 0, 0
283, 1, 0, 0, 0
450, 1, 0, 0, 0
194, 1, 0, 0, 0
303, 1, 0, 0, 0
334, 1, 0, 0, 0
343, 1, 0, 0, 0
396, 1, 0, 0, 0
308, 1, 0, 0, 0
563, 1, 0, 0, 0
603, 1, 0, 0, 0
716, 1, 0, 0, 0
356, 1, 0, 0, 0
204, 1, 0, 0, 0
443, 1, 0, 0, 0
337, 1, 0, 0, 0
433, 1, 0, 0, 0
318, 1, 0, 0, 0
321, 1, 0, 0, 0
387, 1, 0, 0, 0
424, 1, 0, 0, 0
315, 1, 0, 0, 0
330, 1, 0, 0, 0
185, 1, 0, 0, 0
310, 1, 0, 0, 0
441, 1, 0, 0, 0
303, 1, 0, 0, 0
390, 1, 0, 0, 0
300, 1, 0, 0, 0
520, 1, 0, 0, 0
284, 1, 0, 0, 0
353, 1, 0, 0, 0
280, 1, 0, 0, 0
197, 1, 0, 0, 0
350, 1, 0, 0, 0
315, 1, 0, 0, 0
333, 1, 0, 0, 0
294, 1, 0, 0, 0
450, 1, 0, 0, 0
316, 1, 0, 0, 0
333, 1, 0, 0, 0
287, 1, 0, 0, 0
436, 1, 0, 0, 0
219, 1, 0, 0, 0
309, 1, 0, 0, 0
353, 1, 0, 0, 0
301, 1, 0, 0, 0
602, 1, 0, 0, 0
305, 1, 0, 0, 0
325, 1, 0, 0, 0
299, 1, 0, 0, 0
449, 1, 0, 0, 0
665, 1, 0, 0, 0
197, 1, 0, 0, 0
628, 1, 0, 0, 0
628, 1, 0, 0, 0
747, 1, 0, 0, 0
297, 1, 0, 0, 0
347, 1, 0, 0, 0
471, 1, 0, 0, 0
681, 1, 0, 0, 0
311, 1, 0, 0, 0
454, 1, 0, 0, 0
187, 1, 0, 0, 0
328, 1, 0, 0, 0
656, 1, 0, 0, 0
302, 1, 0, 0, 0
402, 1, 0, 0, 0
301, 1, 0, 0, 0
360, 1, 0, 0, 0
321, 1, 0, 0, 0
377, 1, 0, 0, 0
285, 1, 0, 0, 0
178, 1, 0, 0, 0
439, 1, 0, 0, 0
308, 1, 0, 0, 0
394, 1, 0, 0, 0
308, 1, 0, 0, 0
345, 1, 0, 0, 0
314, 1, 0, 0, 0
409, 1, 0, 0, 0
314, 1, 0, 0, 0
697, 1, 0, 0, 0
189, 1, 0, 0, 0
298, 1, 0, 0, 0
345, 1, 0, 0, 0
345, 1, 0, 0, 0
368, 1, 0, 0, 0
323, 1, 0, 0, 0
331, 1, 0, 0, 0
299, 1, 0, 0, 0
430, 1, 0, 0, 0
304, 1, 0, 0, 0
185, 1, 0, 0, 0
399, 1, 0, 0, 0
303, 1, 0, 0, 0
346, 1, 0, 0, 0
314, 1, 0, 0, 0
392, 1, 0, 0, 0
319, 1, 0, 0, 0
749, 1, 0, 0, 0
300, 1, 0, 0, 0
367, 1, 0, 0, 0
174, 1, 0, 0, 0
307, 1, 0, 0, 0
381, 1, 0, 0, 0
297, 1, 0, 0, 0
344, 1, 0, 0, 0
331, 1, 0, 0, 0
426, 1, 0, 0, 0
316, 1, 0, 0, 0
353, 1, 0, 0, 0
310, 1, 0, 0, 0
200, 1, 0, 0, 0
369, 1, 0, 0, 0
312, 1, 0, 0, 0
379, 1, 0, 0, 0
311, 1, 0, 0, 0
568, 1, 0, 0, 0
307, 1, 0, 0, 0
331, 1, 0, 0, 0
321, 1, 0, 0, 0
401, 1, 0, 0, 0
179, 1, 0, 0, 0
327, 1, 0, 0, 0
353, 1, 0, 0, 0
301, 1, 0, 0, 0
464, 1, 0, 0, 0
322, 1, 0, 0, 0
347, 1, 0, 0, 0
339, 1, 0, 0, 0
1172, 1, 0, 0, 0
371, 1, 0, 0, 0
191, 1, 0, 0, 0
348, 1, 0, 0, 0
322, 1, 0, 0, 0
499, 1, 0, 0, 0
305, 1, 0, 0, 0
350, 1, 0, 0, 0
324, 1, 0, 0, 0
386, 1, 0, 0, 0
323, 1, 0, 0, 0
377, 1, 0, 0, 0
186, 1, 0, 0, 0
285, 1, 0, 0, 0
389, 1, 0, 0, 0
317, 1, 0, 0, 0
336, 1, 0, 0, 0
308, 1, 0, 0, 0
387, 1, 0, 0, 0
283, 1, 0, 0, 0
363, 1, 0, 0, 0
674, 1, 0, 0, 0
172, 1, 0, 0, 0
521, 1, 0, 0, 0
310, 1, 0, 0, 0
504, 1, 0, 0, 0
306, 1, 0, 0, 0
437, 1, 0, 0, 0
310, 1, 0, 0, 0
363, 1, 0, 0, 0
300, 1, 0, 0, 0
394, 1, 0, 0, 0
205, 1, 0, 0, 0
301, 1, 0, 0, 0
338, 1, 0, 0, 0
300, 1, 0, 0, 0
408, 1, 0, 0, 0
296, 1, 0, 0, 0
315, 1, 0, 0, 0
338, 1, 0, 0, 0
433, 1, 0, 0, 0
307, 1, 0, 0, 0
193, 1, 0, 0, 0
404, 1, 0, 0, 0
300, 1, 0, 0, 0
384, 1, 0, 0, 0
306, 1, 0, 0, 0
328, 1, 0, 0, 0
322, 1, 0, 0, 0
465, 1, 0, 0, 0
306, 1, 0, 0, 0
356, 1, 0, 0, 0
186, 1, 0, 0, 0
335, 1, 0, 0, 0
457, 1, 0, 0, 0
295, 1, 0, 0, 0
416, 1, 0, 0, 0
1178, 1, 0, 0, 0
499, 1, 0, 0, 0
312, 1, 0, 0, 0
351, 1, 0, 0, 0
311, 1, 0, 0, 0
210, 1, 0, 0, 0
407, 1, 0, 0, 0
314, 1, 0, 0, 0
404, 1, 0, 0, 0
318, 1, 0, 0, 0
531, 1, 0, 0, 0
329, 1, 0, 0, 0
359, 1, 0, 0, 0
313, 1, 0, 0, 0
439, 1, 0, 0, 0
222, 1, 0, 0, 0
334, 1, 0, 0, 0
380, 1, 0, 0, 0
500, 1, 0, 0, 0
501, 1, 0, 0, 0
345, 1, 0, 0, 0
380, 1, 0, 0, 0
325, 1, 0, 0, 0
436, 1, 0, 0, 0
317, 1, 0, 0, 0
219, 1, 0, 0, 0
399, 1, 0, 0, 0
320, 1, 0, 0, 0
450, 1, 0, 0, 0
344, 1, 0, 0, 0
395, 1, 0, 0, 0
347, 1, 0, 0, 0
411, 1, 0, 0, 0
367, 1, 0, 0, 0
369, 1, 0, 0, 0
204, 1, 0, 0, 0
304, 1, 0, 0, 0
541, 1, 0, 0, 0
331, 1, 0, 0, 0
431, 1, 0, 0, 0
359, 1, 0, 0, 0
407, 1, 0, 0, 0
307, 1, 0, 0, 0
404, 1, 0, 0, 0
365, 1, 0, 0, 0
211, 1, 0, 0, 0
477, 1, 0, 0, 0
404, 1, 0, 0, 0
342, 1, 0, 0, 0
319, 1, 0, 0, 0
396, 1, 0, 0, 0
347, 1, 0, 0, 0
384, 1, 0, 0, 0
1509, 1, 0, 0, 0
535, 1, 0, 0, 0
203, 1, 0, 0, 0
318, 1, 0, 0, 0
387, 1, 0, 0, 0
311, 1, 0, 0, 0
406, 1, 0, 0, 0
316, 1, 0, 0, 0
427, 1, 0, 0, 0
323, 1, 0, 0, 0
440, 1, 0, 0, 0
359, 1, 0, 0, 0
208, 1, 0, 0, 0
391, 1, 0, 0, 0
337, 1, 0, 0, 0
814, 1, 0, 0, 0
322, 1, 0, 0, 0
367, 1, 0, 0, 0
316, 1, 0, 0, 0
519, 1, 0, 0, 0
322, 1, 0, 0, 0
442, 1, 0, 0, 0
197, 1, 0, 0, 0
322, 1, 0, 0, 0
364, 1, 0, 0, 0
334, 1, 0, 0, 0
366, 1, 0, 0, 0
329, 1, 0, 0, 0
455, 1, 0, 0, 0
303, 1, 0, 0, 0
364, 1, 0, 0, 0
313, 1, 0, 0, 0
212, 1, 0, 0, 0
417, 1, 0, 0, 0
324, 1, 0, 0, 0
402, 1, 0, 0, 0
363, 1, 0, 0, 0
520, 1, 0, 0, 0
324, 1, 0, 0, 0
348, 1, 0, 0, 0
424, 1, 0, 0, 0
422, 1, 0, 0, 0
210, 1, 0, 0, 0
304, 1, 0, 0, 0
365, 1, 0, 0, 0
335, 1, 0, 0, 0
458, 1, 0, 0, 0
366, 1, 0, 0, 0
376, 1, 0, 0, 0
296, 1, 0, 0, 0
424, 1, 0, 0, 0
359, 1, 0, 0, 0
211, 1, 0, 0, 0
339, 1, 0, 0, 0
1681, 1, 0, 0, 0
470, 1, 0, 0, 0
312, 1, 0, 0, 0
422, 1, 0, 0, 0
329, 1, 0, 0, 0
454, 1, 0, 0, 0
340, 1, 0, 0, 0
351, 1, 0, 0, 0
199, 1, 0, 0, 0
314, 1, 0, 0, 0
479, 1, 0, 0, 0
562, 1, 0, 0, 0
394, 1, 0, 0, 0
356, 1, 0, 0, 0
392, 1, 0, 0, 0
316, 1, 0, 0, 0
395, 1, 0, 0, 0
310, 1, 0, 0, 0
199, 1, 0, 0, 0
3038, 1, 0, 0, 0
330, 1, 0, 0, 0
352, 1, 0, 0, 0
550, 1, 0, 0, 0
368, 1, 0, 0, 0
335, 1, 0, 0, 0
369, 1, 0, 0, 0
330, 1, 0, 0, 0
407, 1, 0, 0, 0
226, 1, 0, 0, 0
305, 1, 0, 0, 0
368, 1, 0, 0, 0
322, 1, 0, 0, 0
424, 1, 0, 0, 0
308, 1, 0, 0, 0
342, 1, 0, 0, 0
314, 1, 0, 0, 0
562, 1, 0, 0, 0
316, 1, 0, 0, 0
199, 1, 0, 0, 0
418, 1, 0, 0, 0
337, 1, 0, 0, 0
411, 1, 0, 0, 0
313, 1, 0, 0, 0
348, 1, 0, 0, 0
311, 1, 0, 0, 0
394, 1, 0, 0, 0
670, 1, 0, 0, 0
339, 1, 0, 0, 0
188, 1, 0, 0, 0
324, 1, 0, 0, 0
415, 1, 0, 0, 0
326, 1, 0, 0, 0
361, 1, 0, 0, 0
3569, 1, 0, 0, 0
461, 1, 0, 0, 0
325, 1, 0, 0, 0
356, 1, 0, 0, 0
318, 1, 0, 0, 0
202, 1, 0, 0, 0
564, 1, 0, 0, 0
311, 1, 0, 0, 0
365, 1, 0, 0, 0
322, 1, 0, 0, 0
404, 1, 0, 0, 0
317, 1, 0, 0, 0
352, 1, 0, 0, 0
332, 1, 0, 0, 0
371, 1, 0, 0, 0
212, 1, 0, 0, 0
338, 1, 0, 0, 0
377, 1, 0, 0, 0
309, 1, 0, 0, 0
511, 1, 0, 0, 0
560, 1, 0, 0, 0
354, 1, 0, 0, 0
331, 1, 0, 0, 0
398, 1, 0, 0, 0
316, 1, 0, 0, 0
201, 1, 0, 0, 0
349, 1, 0, 0, 0
335, 1, 0, 0, 0
423, 1, 0, 0, 0
311, 1, 0, 0, 0
346, 1, 0, 0, 0
